#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
en-US	4	3	2	4	"मारिया ने 3 किताबे पढ़ी और सबा ने 5 किताबे पढ़ी। मारिया की तुलना मे सबा ने कितनी और किताबे पढ़ी?"	ماریہ نے 3 کتابیں پڑھی تھیں اور صبا نے 5 کتابوں کو پڑھا. ماریہ کے مقابلے میں کتنے کتابیں صبا پڑھی تھیں؟	2	3	5	7	books	books	books	books	5 - 3 = <2>	1	3	5	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	4	3	3	4	"6 पक्षी और 3 घोसले है। घोसलो की तुलना मे कितने अधिक पक्षी है?"	6پرندے اور 3 گھوسلے ہیں. گھوسلوں کی تُلْنا  میں کتنے پرندے زیادہ ہیں؟	3	6	9	12	birds	birds	birds	birds	6 - 3 = <3>	1	6	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	4	3	4	4	"6 बीटल और 4 तितलिया है। बीटल की तुलना मे कितनी कम तितलिया है?"	کل 6 بھونرے اور 4 تتلیاں ہیں. بھونروں کے تلنا میں تتلیاں کتنی کم ہیں؟	2	4	6	8	butterflies	butterflies	butterflies	butterflies	6 - 4 = <2>	1	6	4	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	4	3	5	4	"सलमान ने 7 बिस्कुट और जाफ़री ने 2 बिस्कुट खाई। सलमान की तुलना मे जाफ़री ने कितने कम बिस्कुट़ खाए?"	سام نے 7 بسکٹ اور زرینہ نے 2 بسکٹ کھاے۔ سام کی تُلْنا میں زرینہ نے کتنے بسکٹ کم کھاے؟	3	5	7	9	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	2	7	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	5	1	1	1	"7 रेड एप्पल और 2 ग्रीन एप्पल टोकरी मे है। टोकरी मे कितने एप्पल है?"	7 سرخ سیب اور 2 سبز سیب ٹوکری میں ہیں. کتنے سیب ٹوکری میں ہیں ؟	6	7	8	9	apples	apples	apples	apples	7 + 2 = <9>	4	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	5	1	2	1	"साबिरा ने सुबह 5 मछलियाँ पकड़ी। उसने दोपहर मे 4 और मछलियाँ पकड़ी। साबिरा ने कुल कितनी मछली पकड़ी?"	صابرہ نے صبح 5 مچھلیاں پکڑی. اس نے دوپہر میں 4 اور مچھلیاں پکڑی. صابرہ نے سب ملکر کتنی مچھلیاں پکڑی؟	6	7	8	9	fish	fish	fish	fish	5 + 4 = <9>	4	5	4	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	5	1	3	1	"अपने जन्मदिन पर करीम को 3 नई शर्ट मीनाज़। उसके पास पहले से ही 5 शर्ट थे। अब उसके पास कितनी शर्ट है?"	کاشفہ نے اپنی سالگرہ پر 3 نئے شرٹ حاصل کۓ. اس کے پاس پہلے ہی 5 شرٹ تھی. اب اس کے پاس کتنی شرٹ ہے؟	6	7	8	9	shirts	shirts	shirts	shirts	3 + 5 = <8>	3	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	5	1	4	1	"हमीदा ने एक पेड़ मे 12 और दूसरे पेड़ मे 7 पक्षियो को देखा। उसने कुल कितने पक्षी देखे?"	حمیدہ نے ایک درخت پر 7 پرندے دیکھے اور دوسرے درخت پر 12 پرندے دیکھے. کل ملا کر اسنے کتنے پرندے دیکھے؟	17	18	19	20	birds	birds	birds	birds	12 + 7 = <19>	3	12	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	5	1	5	1	"एक पानी की टकी मे 14 मछलियाँ है। कामेला ने 3 और मछलियाँ टकी मे डाली। टकी मे कितनी मछलिया है?"	پانی کے ایک ٹینک میں 14 مچھلیاں ہیں. کاملہ نے ٹینک میں 3 مزید مچھلیاں ڈال دیں. اب اس ٹینک میں کتنی مچھلیاں ہیں؟	14	15	16	17	fish	fish	fish	fish	14 + 3 = <17>	4	14	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	5	2	1	1	"तालिब के पास 6 किताबे है। जाबिर के पास 2 किताबे है। उनके पास सभी मे कितनी किताबे है?"	طالب کے پاس 6 کتابیں ہیں۔ جابر کے پاس دو کتابیں ہیں۔ کل ملاکر کتنی کتابیں ہیں؟	3	5	7	8	books	books	books	books	6 + 2 = <8>	4	6	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	5	2	2	1	"जब वह स्कूल मे गणित करती है, सूबी स्टार स्टिकर कमाती है। कल, सूबी ने 4 स्टार कमाए। आज उसने 3 और कमाए। सूबी ने सभी मे कितने स्टार कमाए?"	صوبی کواسکول میں ریاضی کے سوال حل کرنے پر اسٹار اسٹیکرز ملتے ہئیں۔ کل، صوبی کو  4 اسٹار اسٹیکرزملے۔ آج، اسنے 3 مزید حاصل کئیے۔ کل ملاکر صوبی کے پاس کتنے اسٹار اسٹیکرزہیں؟	6	7	8	9	stars	stars	stars	stars	4 + 3 = <7>	2	4	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	5	2	3	1	"7 रेड एप्पल और 2 ग्रीन एप्पल टोकरी मे है। टोकरी मे कितने एप्पल है?"	7 سرخ سیب اور 2 سبز سیب ٹوکری میں ہیں. کتنے سیب ٹوکری میں ہیں ؟	6	7	8	9	apples	apples	apples	apples	7 + 2 = <9>	4	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	5	2	4	1	"एक पानी की टकी मे 14 मछलियाँ है। कामेला ने 3 और मछलियाँ टकी मे डाली। टकी मे कितनी मछलिया है?"	پانی کے ایک ٹینک میں 14 مچھلیاں ہیں. کاملہ نے ٹینک میں 3 مزید مچھلیاں ڈال دیں. اب اس ٹینک میں کتنی مچھلیاں ہیں؟	14	15	16	17	fish	fish	fish	fish	14 + 3 = <17>	4	14	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	5	2	5	1	"हमीदा ने एक पेड़ मे 12 और दूसरे पेड़ मे 7 पक्षियो को देखा। उसने कुल कितने पक्षी देखे?"	حمیدہ نے ایک درخت پر 7 پرندے دیکھے اور دوسرے درخت پر 12 پرندے دیکھے. کل ملا کر اسنے کتنے پرندے دیکھے؟	17	18	19	20	birds	birds	birds	birds	12 + 7 = <19>	3	12	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	6	1	1	4	"हाशिम के पास 4 डाक टिकट है। अकरम के पास हाशिम की तुलना मे 5 अधिक डाक टिकट है। अकरम के पास कितने डाक टिकट है?"	ہاشم كے پاس 4 ڈاک ٹکٹ ہیں۔ اکرم كے پاس ہاشم سے 5 ڈاک ٹکٹ زیادہ ہیں۔ اکرم كے پاس کتنے ڈاک ٹکٹ ہیں؟	4	5	9	11	stamps	stamps	stamps	stamps	4 + 5 = <9>	3	4	9	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	6	1	2	4	"पुस्तकालय मे स्कूल कार्यालय की तुलना मे 5 अधिक टेबल है। स्कूल के कार्यालय मे 2 टेबल है। पुस्तकालय मे कितने टेबल है?"	اسکول آفس کی مقابلے لائبریری میں 5 میزیں زیادہ ہیں. اگر اسکول آفس میں 2 میزیں ہیں تو لائبریری میں کتنی میزیں ہیں؟	5	7	9	11	tables	tables	tables	tables	2 + 5 = <7>	2	7	2	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	6	1	3	4	"स्कूल मे दो खोया-पाया बॉक्स है। पहले बॉक्स मे, 5 टोपी है। दूसरे बॉक्स मे, पहले बॉक्स की तुलना मे 4 अधिक टोपी है। दूसरे बॉक्स मे कितनी टोपियाँ है?"	اسکول میں گمشدہ سامان ملنے کے 2 ڈبّے ہیں. پہلے ڈبّے میں 5 ٹوپیا ں ہیں. دوسرے ڈبّے میں پہلے ڈبّے سے 4 ٹوپیا ں زیادہ ہیں . دوسرے ڈبّے میں کل کتنی ٹوپیا ں ہیں؟	5	9	14	15	hats	hats	hats	hats	5 + 4 = <9>	2	5	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	6	1	4	4	"खाने की मेज पर 10 प्लेटे है। प्लेटो की तुलना मे 5 अधिक लोग है। कुल कितने लोग है?"	رات کے کھانے کی میز پر 10 پلیٹیں موجود ہیں. پلیٹوں کی تلنا میں کھانے والے 5 زیادہ ہیں. کھانے کی میز پرکل کتنے کھانے والے موجود ہیں؟	10	15	20	25	people	people	people	people	10 + 5 = <15>	2	10	15	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	6	1	5	4	"सुश्री कलाम की कक्षा मे 14 कुर्सियाँ है। श्री पाशा की कक्षा मे 3 और कुर्सियाँ है। श्री पाशा की कक्षा मे कितनी कुर्सियाँ है?"	محترمہ کلام کی کلاس میں 14 کرسیاں ہیں. مسٹر پاشا کے کلاس روم میں 3 مزید کرسیاں ہیں. پاشا کے کلاس روم میں کتنی کُرسیاں ہیں ؟	11	14	17	20	chairs	chairs	chairs	chairs	14 + 3 = <17>	3	14	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	6	2	1	4	"तबरेज़ के खेत मे 2 बकरियाँ है। उसके खेत पर बकरियो की तुलना मे 6 अधिक मुर्गिया है। उसके पास कितनी मुर्गिया है?"	تبریز كے کھیت میں 2 بکریاں ہیں. اسکے کھیت میں بکریوں کی تُلْنا میں 6 مرغیاں زیادہ ہیں. اسکے پاس کتنی مرغیاں ہیں ؟	2	6	8	12	chickens	chickens	chickens	chickens	2 + 6 = <8>	3	2	8	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	6	2	2	4	"दानिया के पास फतौ से 5 ज्यादा पहेलिया है। फतौ के पास 3 पहेलिया है। दानिया के पास कितनी पहेलिया है?"	دانیہ كے پاس فاتووکے مقابلے 5 زیادہ پہیلیاں ہیں. فلک كے پاس 3 پہیلیاں ہیں. دانیہ كے پاس کتنی پہیلیاں ہیں؟	6	7	8	9	puzzles	puzzles	puzzles	puzzles	3 + 5 = <8>	3	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	6	2	3	4	"बख़्तियार के पास 2 मार्बल्स है। अलीज़ा के पास बख़्तियार की तुलना मे 3 अधिक मार्बल्स है। अलीज़ा के पास कितने मार्बल्स है?"	بختیار كے پاس 2 ماربلس ہیں . علیزہ كے پاس بختیار سے 3  ماربلس زیادہ ہیں . علیزہ كے پاس کل کتنے ماربلس ہیں ؟	2	3	5	8	marbles	marbles	marbles	marbles	2 + 3 = <5>	3	2	5	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	6	2	4	4	"सुश्री कलाम की कक्षा मे 14 कुर्सियाँ है। श्री पाशा की कक्षा मे 3 और कुर्सियाँ है। श्री पाशा की कक्षा मे कितनी कुर्सियाँ है?"	محترمہ کلام کی کلاس میں 14 کرسیاں ہیں. مسٹر پاشا کے کلاس روم میں 3 مزید کرسیاں ہیں. پاشا کے کلاس روم میں کتنی کُرسیاں ہیں ؟	11	14	17	20	chairs	chairs	chairs	chairs	14 + 3 = <17>	3	14	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	6	2	5	4	"खाने की मेज पर 10 प्लेटे है। प्लेटो की तुलना मे 5 अधिक लोग है। कुल कितने लोग है?"	رات کے کھانے کی میز پر 10 پلیٹیں موجود ہیں. پلیٹوں کی تلنا میں کھانے والے 5 زیادہ ہیں. کھانے کی میز پرکل کتنے کھانے والے موجود ہیں؟	10	15	20	25	people	people	people	people	10 + 5 = <15>	2	10	15	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	1	1	2	"हैना 8 रोटियाँ बनाती है। वह अपने भाई को 3 रोटियाँ देती है। उसके पास कितनी रोटियाँ बची है?"	حنا 8 روٹیاں بناتی ہیں . وہ اپنے کزن کو 3 روٹیاں دیتی ہے . اب اسکے پاس کتنی روٹیاں بچی ہیں ؟	8	7	6	5	rotis	rotis	rotis	rotis	8 - 3 = <5>	4	8	3	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
en-US	7	1	2	2	"मिल्ली के 9 कगन है। वह उनमे से 2 खो देती है। मिल्ली के पास अभ कितने कगन बचे है?"	آسمان میں 9 پتنگیں اُڑ رہی ہیں. اک ہوا کا جھکا 3 پتنگوں کو زمین پر گرا دیتا ہے. اب آسمان میں کتنی پتنگیں اُڑ رہی ہیں؟	9	7	5	3	bracelets	bracelets	bracelets	bracelets	9 - 2 = <7>	2	9	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	7	1	3	2	"आसमान मे 9 पतंगे उड़ रही है। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगे अभी भी आसमान मे उड़ रही है?"	آسمان میں 9 پتنگیں اُڑ رہی ہیں. اک ہوا کا جھکا 3 پتنگوں کو زمین پر گرا دیتا ہے. اب آسمان میں کتنی پتنگیں اُڑ رہی ہیں؟	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	1	4	2	"एक किसान ने 16 अंडे इकट्ठे किए। नाश्ता बनाने के लिए उसने 4 अडो का इस्तेमाल किया। उसके पास कितने अंडे बचे है?"	ایک کسان نے 16 انڈے جمع کئے۔ اس نے 4 انڈے ناشتہ بنانے کے لئے استعمال کیے۔ اسنے کل کتنے انڈے چھوڑ دیئے؟	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	7	1	5	2	"एक बाड़ पर 12 बिल्लियाँ है। 1 बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर है?"	ایک باڑ پر 12 بلیاں ہیں. 1 بختیار باڑ کے نیچے چھلانگ لگاتی ہے. باڑ پرکتنی بلیاں ہیں؟	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	1	2	"आसमा के पास 8 पेसिल है। वह उनमे से 7 को खो देती है। आसमा के आपस अभ कितनी पेसिल बची है?"	آسمہ كے پاس 8 پینسلیں ہیں. وہ ان میں سے 7 کھو دیتا ہے. آسمہ كے پاس کتنی پینسلیں بچی؟	1	2	3	4	pencil	pencils	pencils	pencils	8 - 7 = <1>	1	8	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	7	2	2	2	"आसमान मे 9 पतंगे उड़ रही है। एक हवा 3 पतंगों को जमीन पर गिरा देती है। कितनी पतंगे अभी भी आसमान मे उड़ रही है?"	آسمان میں 9 پتنگیں اُڑ رہی ہیں. اک ہوا کا جھکا 3 پتنگوں کو زمین پر گرا دیتا ہے. اب آسمان میں کتنی پتنگیں اُڑ رہی ہیں؟	5	6	7	8	kites	kites	kites	kites	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	7	2	3	2	"अनम के पास 7 बिस्कुट है। वह उनमे से 2 खाती है। उसके पास कितनी बिस्कुट़ बची है?"	انم كے پاس 7 بسکٹ ہیں . وہ اس میں سے 2 کھا لیتی ہے. اب اسکے پاس کتنے بسکٹ بچے ہیں؟	3	4	5	6	biscuits	biscuits	biscuits	biscuits	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	7	2	4	2	"एक बाड़ पर 12 बिल्लियाँ है। 1 बिल्ली बाड़ से नीचे कूदती है। अब कितनी बिल्लियाँ बाड़ पर है?"	ایک باڑ پر 12 بلیاں ہیں. 1 بختیار باڑ کے نیچے چھلانگ لگاتی ہے. باڑ پرکتنی بلیاں ہیں؟	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	7	2	5	2	"एक किसान ने 16 अंडे इकट्ठे किए। नाश्ता बनाने के लिए उसने 4 अडो का इस्तेमाल किया। उसके पास कितने अंडे बचे है?"	ایک کسان نے 16 انڈے جمع کئے۔ اس نے 4 انڈے ناشتہ بنانے کے لئے استعمال کیے۔ اسنے کل کتنے انڈے چھوڑ دیئے؟	11	12	13	14	eggs	eggs	eggs	eggs	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
en-US	8	1	1	5	"जाफ़री और जुनेद के 5 बच्चे है। उनमे से 2 बेटे है। उनकी कितनी बेटियाँ है?"	زرینہ اور جنید کے پانچ بچے ہیں ۔ ان میں سے دو بیٹے ہیں ۔ کتنی بیٹیاں ان کے پاس ہے ؟	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	2	5	"बानो की अलमारी मे 7 शर्ट है। उनमे से 3 नीले है और बाकी हरे है। उसके पास कितनी हरी शर्ट है?"	بانو کی الماری میں 7 شرٹ ہے. ان میں سے تین نیلے رنگ کی ہے اور باقی سبز رنگ کی ہے۔ بانو كے پاس سبز رنگ کی کتنی شرٹ ہے؟	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	1	3	5	"एक कक्षा मे 9 बच्चे है। उनमे से 6 लडक़े है। कक्षा मे कितनी लड़कियाँ है?"	ایک کلاس روم میں 9 بچے ہیں. ان میں سے چھ لڑکے ہیں ۔ کلاس روم میں کتنی لڑکیاں ہیں؟	3	6	9	12	girls	girls	girls	girls	9 = 6 + <3>	1	6	3	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	8	1	4	5	"हामिद और रज़िया ने एक साथ 8 तस्वीरे खीची। हामिद ने 3 तस्वीरे खीचे। रज़िया ने कितने तस्वीरे खीचे?"	ہارپراور رضیہ نے 8 تصویریں ایک ساتھ بنائی ہیں. حامد نے 3 تصویریں بنائ ہیں۔ رضیہ نے کتنی تصویریں بنائ ہیں؟	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	1	5	5	"क़ैसरी और उसके भाई ने 6 आमो को उठाया। क़ैसरी ने 4 आम उठाए। उसके भाई ने कितने आम उठाए?"	قیصری اور اس کے بھائی نے ملکر 6 آم اٹھاے. قیصری نے 4 آم اٹھائ. اس کے بھائی نے کتنے آم اٹھاے؟	2	4	6	8	mangoes	mangoes	mangoes	mangoes	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	1	5	"जाफ़री के पास 9 गुब्बारे है। 6 ग्रीन  है और बाकी ब्लू है। ब्लू  गुब्बारे कितने है?"	زرینہ کے پاس 9 غببارے ہیں. 6 سبز ہیں اور باقی نیلے ہیں. کتنے غببارے نیلے ہیں؟	2	3	4	5	balloons	balloons	balloons	balloons	9 = 6 + <3>	2	6	3	0	0					wordwindow-stone-green.png	wordwindow-stone-blue.png		
en-US	8	2	2	5	"क़ैसरी और उसके भाई ने 6 आमो को उठाया। क़ैसरी ने 4 आम उठाए। उसके भाई ने कितने आम उठाए?"	قیصری اور اس کے بھائی نے ملکر 6 آم اٹھاے. قیصری نے 4 آم اٹھائ. اس کے بھائی نے کتنے آم اٹھاے؟	2	4	6	8	mangoes	mangoes	mangoes	mangoes	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
en-US	8	2	3	5	"मुशीर की बिल्ली के 9 बच्चे थे। उनमे से 5 वाइट है और बाकी ग्रे है। बिल्ली के कितने ग्रे बच्चे थे?"	مشیر کی بختیار كے 9 بچے ہیں. ان میں سے 5 سفید ہیں اور باقی سرمئی ہیں. بختیار كے کتنے بچے سرمئی ہیں؟	2	4	7	9	kittens	kittens	kittens	kittens	9 = 5 + <4>	2	5	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	8	2	4	5	"सुश्री जवेरिया ने चीनी के 8 बैग का आदेश दिया। 5 बैग आज वितरित किए गए है। बाकी कल पहुचाए जाएगे। कल चीनी के कितने बैग वितरित किए जाएगे?"	محترمہ جویریہ نے آٹھ تھیلی چینی منگوائی ہیں۔ 5 بیگ آج پہنچے ہیں. باقی کل پہونچا دی جاے گی. چینی کے کتنے بیگ کل پہونچاے جاینگے؟	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	8	2	5	5	"जाफ़री और जुनेद के 5 बच्चे है। उनमे से 2 बेटे है। उनकी कितनी बेटियाँ है?"	زرینہ اور جنید کے پانچ بچے ہیں ۔ ان میں سے دو بیٹے ہیں ۔ کتنی بیٹیاں ان کے پاس ہے ؟	2	3	4	5	daughters	daughters	daughters	daughters	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	1	5	"एक बॉक्स मे 4 गेदे है। उनमे से 2 सॉकर बॉल है और बाकी बास्केट बॉल है। बास्केटबाल कितने है?"	ایک باکس میں 4 گیند ہیں. ان میں سے دو فٹ بال کی گیند ہیں اور باقی باسکیٹبالس کی گیند ہیں. کتنے باسکیٹباللس کی گیند ہیں؟	2	4	6	8	basketballs	basketballs	basketballs	basketballs	4 = 2 + <2>	1	2	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
en-US	8	3	2	5	"अतीक़ा के पास 5 किताबे है। उनमे से 3 विज्ञान की किताबे है और बाकी स्टोरीबुक है। स्टोरीबुक कितने है?"	عتیقہ کے پاس 5 کتابیں ہیں. ان میں سے 3 سائنس کی کتابیں ہیں اور باقی کہانی کی کتابیں ہیں. عتیقہ کے پاس کہانی کی کتنی کتابیں ہیں؟	2	3	4	5	storybooks	storybooks	storybooks	storybooks	5 = 3 + <2>	1	3	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	8	3	3	5	"हामिद और रज़िया ने एक साथ 8 तस्वीरे खीची। हामिद ने 3 तस्वीरे खीचे। रज़िया ने कितने तस्वीरे खीचे?"	حامد اور رضیہ 8 تصاویر ایک ساتھ ڈرا کرتے ہیں. حامد نے 3 تصویریں ڈرا کی ہیں ۔ رضیہ نے کتنی تصاویر ڈرا کی ہیں ؟	3	5	8	11	pictures	pictures	pictures	pictures	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	8	3	4	5	"बानो की अलमारी मे 7 शर्ट है। उनमे से 3 नीले है और बाकी हरे है। उसके पास कितनी हरी शर्ट है?"	بانو کی الماری میں 7 شرٹ ہے. ان میں سے تین نیلے رنگ کی ہیں اور باقی سبز ہیں ۔ کتنے سبز شرٹ بانو كے پاس ہے ؟	3	4	5	6	green shirts	green shirts	green shirts	green shirts	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
en-US	8	3	5	5	"सुश्री जवेरिया ने चीनी के 8 बैग का आदेश दिया। 5 बैग आज वितरित किए गए है। बाकी कल पहुचाए जाएगे। कल चीनी के कितने बैग वितरित किए जाएगे?"	محترمہ جویریہ نے آٹھ تھیلے چینی کا حکم دیا ہے ۔5 بیگ آج پہنچے ہیں. باقی کل فراہم کی جائے گی. چینی کے کتنے بیگ کل بھیجے جائیں گے ؟	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
en-US	9	1	1	6	"पाशा के पास 4 मार्बल्स है। सू ने पाशा को कुछ और मार्बल्स दिए और अब उसके पास कुल 6 मार्बल्स है। सू ने पाशा को कितने मार्बल्स दिए?"	پاشا میں 4 ماربلیس ہے. مقدمہ پاشا کچھ ماربلیس دیتا ہے اور اب وہ سب میں 6 ماربلیس ہے. کتنے ماربلیس نے پطرس کو دے دیا ؟	2	3	4	5	marbles	marbles	marbles	marbles	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png				
en-US	9	1	2	6	"लंच से पहले पाशा ने अपनी किताब के 6 पेज पढ़े। लंच के बाद उसने कुछ और पढ़ा। यदि पाशा ने सभी मे 9 पेज पढ़े, तो लंच के बाद उसने कितने पेज पढ़े?"	پاشا نے دوپہر کے کھانے سے پہلے اپنی کتاب کے 6 صفحات پڑھیں. کھانے کے بعد اس نے کچھ اور پڑھا. اگر پاشا تمام دن میں 9 صفحات پڑھتے ہیں ، تو کتنے صفحات اس نے دوپہر کے کھانے کے بعد پڑھا ؟	3	6	9	12	pages	pages	pages	pages	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
en-US	9	1	3	6	"गौहर ने एक स्टोर मे जाकर कुछ टी-शर्ट खरीदी। वह दूसरे स्टोर मे गया और 2 और टी-शर्ट खरीदे। उसने कुल 7 टी-शर्ट खरीदी। उसने पहली दुकान पर कितनी टी-शर्ट खरीदी"	گوہر نے ایک دکان سے کچھ ٹی شرٹس خریدا. اسنے دوسری دکان سے 2 مزید ٹی شرٹس خریدا. اسنے کل 7 ٹی شرٹس خریدا. اسنے پہلی دکان سے کتنے ٹی شرٹس خریدا؟	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
en-US	9	1	4	6	"काशिफा ने अपने घर के सामने 4 बिल्लियाँ देखी। वह सोने चली गई और जब वह सोकर उठी तो उसके घर के सामने 7 बिल्लियाँ थी। सोते समय उसके घर मे कितनी बिल्लियाँ आई?"	کاشفہ نے اپنے گھر کے سامنے 4 بلیاں دیکھی. وہ سونے چلی گئی تھی اور جب وہ اٹھی، اس کے گھر کے سامنے میں 7 بلیاں تھیں. جب وہ سو رہی تھی، تب کتنی بلیاں اس کے گھر میں آئ؟	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
en-US	9	1	5	6	"आपके पास कुछ टिकटे है। आपका भाई आपको 6 टिकट देता है। अब आपके पास 10 टिकट है। आपके पास पहले से  कितने टिकटे थी?"	آپ کے پاس کچھ ٹکٹ ہیں ۔ آپ بھائی آپ کے لئے 6 ٹکٹ دیتا ہے. اب آپ کے پاس 10 ٹکٹ ہے. کتنے ٹکٹ آپ کے ساتھ شروع کرتے تھے ؟	2	4	6	8	stamps	stamps	stamps	stamps	<4>+ 6 = 10	2					4	6	+	A	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
en-US	9	2	1	6	"तूबा ने सुबह 3 फूल उठाए। उसने दोपहर मे कुछ और फूल उठाए। यदि तूबा ने सभी मे 8 फूल उठाए, तो उसने दोपहर मे कितने उठाए?"	طوبا نے صبح میں 3 پھول اٹھاے. اسنے دوپہر میں کچھ پھول اور اٹھاے. اگر اسنے کل ملا کر  8 پھول اٹھاے تواسنے دوپہر میں کتنے پھول اٹھاے؟	2	4	5	8	flowers	flowers	flowers	flowers	3 + <5> = 8	3					3	5	+	B	wordwindow-stone-blue.png	wordwindow-stone-green.png		
